,epi_week,date,country,state,city,ibgeID,cod_RegiaoDeSaude,name_RegiaoDeSaude,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,last_info_date
880677,42,2020-10-15,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
881075,42,2020-10-15,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,16,11.54734,184.75751,0.0625,SES,2020-11-27
881598,42,2020-10-15,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
881820,42,2020-10-15,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,24,11.01322,264.31718,0.04167,SES,2020-11-27
881954,42,2020-10-15,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,43,0.0,372.61697999999996,0.0,SES,2020-11-27
882077,42,2020-10-15,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
882199,42,2020-10-15,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
882773,42,2020-10-15,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,1,779,23.205189999999998,860.80202,0.02696,SES,2020-11-27
883073,42,2020-10-15,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
883886,42,2020-10-16,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,18,0,976,13.024230000000001,706.2024299999999,0.01844,SES,2020-11-27
883946,42,2020-10-16,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,0,186,9.57075,890.0799199999999,0.01075,SES,2020-11-27
884562,42,2020-10-16,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,1,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
884739,42,2020-10-16,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
884825,42,2020-10-16,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,1,17,0.0,494.04242999999997,0.0,SES,2020-11-27
885035,42,2020-10-16,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
886104,42,2020-10-16,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,3,54,15.31042,413.38131,0.03704,SES,2020-11-27
886272,42,2020-10-16,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
886670,42,2020-10-16,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,16,11.54734,184.75751,0.0625,SES,2020-11-27
887193,42,2020-10-16,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
887415,42,2020-10-16,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,24,11.01322,264.31718,0.04167,SES,2020-11-27
887549,42,2020-10-16,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,43,0.0,372.61697999999996,0.0,SES,2020-11-27
887672,42,2020-10-16,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
887794,42,2020-10-16,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
888368,42,2020-10-16,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,2,781,23.205189999999998,863.0120300000001,0.026889999999999997,SES,2020-11-27
888668,42,2020-10-16,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
889481,42,2020-10-17,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,18,0,976,13.024230000000001,706.2024299999999,0.01844,SES,2020-11-27
889541,42,2020-10-17,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,0,186,9.57075,890.0799199999999,0.01075,SES,2020-11-27
890157,42,2020-10-17,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
890334,42,2020-10-17,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
890420,42,2020-10-17,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,17,0.0,494.04242999999997,0.0,SES,2020-11-27
890630,42,2020-10-17,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
891699,42,2020-10-17,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,54,15.31042,413.38131,0.03704,SES,2020-11-27
891867,42,2020-10-17,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
892265,42,2020-10-17,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,16,11.54734,184.75751,0.0625,SES,2020-11-27
892788,42,2020-10-17,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
893010,42,2020-10-17,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,24,11.01322,264.31718,0.04167,SES,2020-11-27
893144,42,2020-10-17,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,43,0.0,372.61697999999996,0.0,SES,2020-11-27
893267,42,2020-10-17,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
893389,42,2020-10-17,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
893963,42,2020-10-17,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,0,781,23.205189999999998,863.0120300000001,0.026889999999999997,SES,2020-11-27
894263,42,2020-10-17,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
895076,43,2020-10-18,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,18,0,976,13.024230000000001,706.2024299999999,0.01844,SES,2020-11-27
895136,43,2020-10-18,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,0,186,9.57075,890.0799199999999,0.01075,SES,2020-11-27
895752,43,2020-10-18,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
895929,43,2020-10-18,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
896015,43,2020-10-18,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,17,0.0,494.04242999999997,0.0,SES,2020-11-27
896225,43,2020-10-18,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
897294,43,2020-10-18,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,54,15.31042,413.38131,0.03704,SES,2020-11-27
897462,43,2020-10-18,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
897860,43,2020-10-18,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,16,11.54734,184.75751,0.0625,SES,2020-11-27
898383,43,2020-10-18,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
898605,43,2020-10-18,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,24,11.01322,264.31718,0.04167,SES,2020-11-27
898739,43,2020-10-18,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,43,0.0,372.61697999999996,0.0,SES,2020-11-27
898862,43,2020-10-18,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
898984,43,2020-10-18,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
899558,43,2020-10-18,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,0,781,23.205189999999998,863.0120300000001,0.026889999999999997,SES,2020-11-27
899858,43,2020-10-18,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
900671,43,2020-10-19,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,18,18,994,13.024230000000001,719.22665,0.01811,SES,2020-11-27
900731,43,2020-10-19,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,0,186,9.57075,890.0799199999999,0.01075,SES,2020-11-27
901347,43,2020-10-19,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
901524,43,2020-10-19,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
901610,43,2020-10-19,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,17,0.0,494.04242999999997,0.0,SES,2020-11-27
901820,43,2020-10-19,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
902889,43,2020-10-19,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,54,15.31042,413.38131,0.03704,SES,2020-11-27
903057,43,2020-10-19,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
903455,43,2020-10-19,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,16,11.54734,184.75751,0.0625,SES,2020-11-27
903978,43,2020-10-19,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
904200,43,2020-10-19,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,2,26,11.01322,286.34361,0.03846,SES,2020-11-27
904334,43,2020-10-19,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,43,0.0,372.61697999999996,0.0,SES,2020-11-27
904457,43,2020-10-19,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
904579,43,2020-10-19,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
905153,43,2020-10-19,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,15,796,23.205189999999998,879.5871699999999,0.02638,SES,2020-11-27
905453,43,2020-10-19,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
906266,43,2020-10-20,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,18,9,1003,13.024230000000001,725.73876,0.01795,SES,2020-11-27
906326,43,2020-10-20,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,0,186,9.57075,890.0799199999999,0.01075,SES,2020-11-27
906942,43,2020-10-20,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
907119,43,2020-10-20,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
907205,43,2020-10-20,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,17,0.0,494.04242999999997,0.0,SES,2020-11-27
907415,43,2020-10-20,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
908484,43,2020-10-20,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,54,15.31042,413.38131,0.03704,SES,2020-11-27
908652,43,2020-10-20,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
909050,43,2020-10-20,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,1,17,11.54734,196.30485,0.058820000000000004,SES,2020-11-27
909573,43,2020-10-20,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
909795,43,2020-10-20,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,26,11.01322,286.34361,0.03846,SES,2020-11-27
909929,43,2020-10-20,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,43,0.0,372.61697999999996,0.0,SES,2020-11-27
910052,43,2020-10-20,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
910174,43,2020-10-20,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
910748,43,2020-10-20,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,5,801,23.205189999999998,885.11221,0.02622,SES,2020-11-27
911048,43,2020-10-20,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
911861,43,2020-10-21,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,1,19,0,1003,13.74779,725.73876,0.018940000000000002,SES,2020-11-27
911921,43,2020-10-21,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,0,186,9.57075,890.0799199999999,0.01075,SES,2020-11-27
912537,43,2020-10-21,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
912714,43,2020-10-21,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
912800,43,2020-10-21,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,17,0.0,494.04242999999997,0.0,SES,2020-11-27
913010,43,2020-10-21,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
914079,43,2020-10-21,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,54,15.31042,413.38131,0.03704,SES,2020-11-27
914247,43,2020-10-21,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
914645,43,2020-10-21,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,17,11.54734,196.30485,0.058820000000000004,SES,2020-11-27
915168,43,2020-10-21,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
915390,43,2020-10-21,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,26,11.01322,286.34361,0.03846,SES,2020-11-27
915524,43,2020-10-21,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,1,44,0.0,381.2825,0.0,SES,2020-11-27
915647,43,2020-10-21,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
915769,43,2020-10-21,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
916343,43,2020-10-21,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,1,802,23.205189999999998,886.2172199999999,0.026180000000000002,SES,2020-11-27
916643,43,2020-10-21,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
917456,43,2020-10-22,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,19,8,1011,13.74779,731.5273099999999,0.01879,SES,2020-11-27
917516,43,2020-10-22,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,2,188,9.57075,899.6506699999999,0.01064,SES,2020-11-27
918132,43,2020-10-22,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
918309,43,2020-10-22,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
918395,43,2020-10-22,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,17,0.0,494.04242999999997,0.0,SES,2020-11-27
918605,43,2020-10-22,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
919674,43,2020-10-22,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,54,15.31042,413.38131,0.03704,SES,2020-11-27
919842,43,2020-10-22,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
920240,43,2020-10-22,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,17,11.54734,196.30485,0.058820000000000004,SES,2020-11-27
920763,43,2020-10-22,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
920985,43,2020-10-22,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,1,2,0,26,22.026429999999998,286.34361,0.07692,SES,2020-11-27
921119,43,2020-10-22,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,44,0.0,381.2825,0.0,SES,2020-11-27
921242,43,2020-10-22,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
921364,43,2020-10-22,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
921938,43,2020-10-22,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,1,803,23.205189999999998,887.3222300000001,0.02615,SES,2020-11-27
922238,43,2020-10-22,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
923051,43,2020-10-23,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,19,23,1034,13.74779,748.1693700000001,0.01838,SES,2020-11-27
923111,43,2020-10-23,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,0,188,9.57075,899.6506699999999,0.01064,SES,2020-11-27
923727,43,2020-10-23,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
923904,43,2020-10-23,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
923990,43,2020-10-23,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,17,0.0,494.04242999999997,0.0,SES,2020-11-27
924200,43,2020-10-23,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
925269,43,2020-10-23,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,54,15.31042,413.38131,0.03704,SES,2020-11-27
925437,43,2020-10-23,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
925835,43,2020-10-23,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,17,11.54734,196.30485,0.058820000000000004,SES,2020-11-27
926358,43,2020-10-23,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
926580,43,2020-10-23,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,2,0,26,22.026429999999998,286.34361,0.07692,SES,2020-11-27
926714,43,2020-10-23,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,44,0.0,381.2825,0.0,SES,2020-11-27
926837,43,2020-10-23,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
926959,43,2020-10-23,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
927533,43,2020-10-23,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,4,807,23.205189999999998,891.74227,0.026019999999999998,SES,2020-11-27
927833,43,2020-10-23,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
928646,43,2020-10-24,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,19,0,1034,13.74779,748.1693700000001,0.01838,SES,2020-11-27
928706,43,2020-10-24,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,0,188,9.57075,899.6506699999999,0.01064,SES,2020-11-27
929322,43,2020-10-24,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
929499,43,2020-10-24,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
929585,43,2020-10-24,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,17,0.0,494.04242999999997,0.0,SES,2020-11-27
929795,43,2020-10-24,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
930864,43,2020-10-24,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,54,15.31042,413.38131,0.03704,SES,2020-11-27
931032,43,2020-10-24,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
931430,43,2020-10-24,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,17,11.54734,196.30485,0.058820000000000004,SES,2020-11-27
931953,43,2020-10-24,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
932175,43,2020-10-24,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,2,0,26,22.026429999999998,286.34361,0.07692,SES,2020-11-27
932309,43,2020-10-24,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,44,0.0,381.2825,0.0,SES,2020-11-27
932432,43,2020-10-24,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
932554,43,2020-10-24,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
933128,43,2020-10-24,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,0,807,23.205189999999998,891.74227,0.026019999999999998,SES,2020-11-27
933428,43,2020-10-24,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,32,12.3885,396.43211,0.03125,SES,2020-11-27
934241,44,2020-10-25,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,19,0,1034,13.74779,748.1693700000001,0.01838,SES,2020-11-27
934301,44,2020-10-25,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,2,0,188,9.57075,899.6506699999999,0.01064,SES,2020-11-27
934917,44,2020-10-25,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,1,0,30,24.69746,740.92368,0.03333,SES,2020-11-27
935094,44,2020-10-25,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,54,0.0,1368.4744,0.0,SES,2020-11-27
935180,44,2020-10-25,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,17,0.0,494.04242999999997,0.0,SES,2020-11-27
935390,44,2020-10-25,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,2,0,86,19.56373,841.2403400000001,0.02326,SES,2020-11-27
936459,44,2020-10-25,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,54,15.31042,413.38131,0.03704,SES,2020-11-27
936627,44,2020-10-25,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,1,0,51,19.5733,998.2384,0.01961,SES,2020-11-27
937025,44,2020-10-25,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,17,11.54734,196.30485,0.058820000000000004,SES,2020-11-27
937548,44,2020-10-25,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
937770,44,2020-10-25,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,2,0,26,22.026429999999998,286.34361,0.07692,SES,2020-11-27
937904,44,2020-10-25,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,44,0.0,381.2825,0.0,SES,2020-11-27
938027,44,2020-10-25,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
938149,44,2020-10-25,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,69,46.16805,796.39889,0.05797000000000001,SES,2020-11-27
938723,44,2020-10-25,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,21,0,807,23.205189999999998,891.74227,0.026019999999999998,SES,2020-11-27
